org.apache.tools.ant.types.RedirectorElement	public void configure(org.apache.tools.ant.taskdefs.Redirector, java.lang.String) 	redirector	B3	0/46
org.apache.tools.ant.helper.ProjectHelperImpl2.ProjectHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.ProjectHelperImpl2.AntXmlContext) throws org.xml.sax.SAXParseException	baseDir	B16	0/2
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundSubFoo	B2	4/6
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundSubFoo	B3	2/4
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundSubFoo	B5	1/3
org.apache.tools.ant.taskdefs.JarTest	public void testRootFilesInIndex() throws java.io.IOException	foundSubFoo	B7	0/2
org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer	private void play(org.apache.tools.ant.Project, java.io.File, int, java.lang.Long) 	audioClip	B1	5/10
org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer	private void play(org.apache.tools.ant.Project, java.io.File, int, java.lang.Long) 	audioClip	B2	1/4
org.apache.tools.ant.taskdefs.SubAnt	public void execute() 	buildException	B7	3/5
org.apache.tools.ant.taskdefs.SubAnt	public void execute() 	buildException	B15	2/4
org.apache.tools.ant.taskdefs.SubAnt	public void execute() 	buildException	B16	1/3
org.apache.tools.ant.taskdefs.SubAnt	public void execute() 	buildException	B19	0/2
org.apache.tools.ant.taskdefs.Definer	protected void addDefinition(java.lang.ClassLoader, java.lang.String, java.lang.String) throws org.apache.tools.ant.BuildException	cl	B1	2/5
org.apache.tools.ant.taskdefs.Move	protected void doFileOperations() 	renamed	B4	2/5
org.apache.tools.ant.taskdefs.optional.dotnet.WsdlToDotnet	public void execute() throws org.apache.tools.ant.BuildException	path	B13	2/5
org.apache.tools.ant.taskdefs.optional.http.SetProxy	public void applyWebProxySettings() 	settingsChanged	B1	2/5
org.apache.tools.ant.taskdefs.optional.net.FTPConfigurator	static org.apache.commons.net.ftp.FTPClient configure(org.apache.commons.net.ftp.FTPClient, org.apache.tools.ant.taskdefs.optional.net.FTP) 	config	B1	2/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testAllowSymlinks() 	ds	B7	2/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testFileSymlink() 	ds	B7	2/5
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void testProhibitSymlinks() 	ds	B7	2/5
org.apache.tools.ant.taskdefs.optional.net.SetProxy	public void applyWebProxySettings() 	settingsChanged	B1	2/5
org.apache.tools.ant.taskdefs.optional.sound.SoundTask	public void execute() 	soundPlayer	B1	2/5
org.apache.tools.ant.types.XMLCatalogTest	public void testClasspath() 	dtd	B1	2/5
org.apache.tools.ant.types.XMLCatalogTest	public void testClasspath() 	entity	B1	2/5
org.apache.tools.ant.types.XMLCatalogTest	public void testEntryReference() 	dtd	B1	2/5
org.apache.tools.ant.types.XMLCatalogTest	public void testEntryReference() 	entity	B1	2/5
org.apache.tools.ant.types.XMLCatalogTest	public void testNestedCatalog() 	dtd	B1	2/5
org.apache.tools.ant.types.XMLCatalogTest	public void testNestedCatalog() 	entity	B1	2/5
org.apache.tools.ant.types.XMLCatalogTest	public void testResolverBase() 	entity	B1	2/5
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage	private void fetchFile(java.io.File, long, java.io.OutputStream, java.io.InputStream) throws java.io.IOException	percentTransmitted	B2	8/10
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage	private void fetchFile(java.io.File, long, java.io.OutputStream, java.io.InputStream) throws java.io.IOException	percentTransmitted	B7	0/2
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B1	24/39
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B2	19/33
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B4	17/31
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B8	15/29
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B9	13/27
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B11	9/23
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B13	7/21
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B14	6/20
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B16	2/16
org.apache.tools.bzip2.CBZip2OutputStream	private void mainSort() 	runningOrder	B17	1/15
org.apache.tools.ant.util.FileUtils	public java.lang.String[] dissect(java.lang.String) 	root	B1	6/13
org.apache.tools.ant.util.FileUtils	public java.lang.String[] dissect(java.lang.String) 	root	B3	4/11
org.apache.tools.ant.RuntimeConfigurable2	public void maybeConfigure(org.apache.tools.ant.Project, boolean) throws org.apache.tools.ant.BuildException	id	B1	1/3
org.apache.tools.ant.RuntimeConfigurable2	public void maybeConfigure(org.apache.tools.ant.Project, boolean) throws org.apache.tools.ant.BuildException	id	B3	1/2
org.apache.tools.ant.RuntimeConfigurable	public synchronized void maybeConfigure(org.apache.tools.ant.Project, boolean) throws org.apache.tools.ant.BuildException	id	B1	1/3
org.apache.tools.ant.RuntimeConfigurable	public synchronized void maybeConfigure(org.apache.tools.ant.Project, boolean) throws org.apache.tools.ant.BuildException	id	B3	1/2
org.apache.tools.ant.taskdefs.email.MimeMailer	public void send() 	auth	B1	1/3
org.apache.tools.ant.taskdefs.email.MimeMailer	public void send() 	auth	B3	1/2
org.apache.tools.ant.taskdefs.email.MimeMailer	public void send() 	auth	B1	1/3
org.apache.tools.ant.taskdefs.email.MimeMailer	public void send() 	auth	B3	1/2
org.apache.tools.ant.taskdefs.optional.http.Base64Encode	public char[] encodeBase64(byte[]) 	quad	B3	1/3
org.apache.tools.ant.taskdefs.optional.http.Base64Encode	public char[] encodeBase64(byte[]) 	quad	B5	1/2
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost0	B10	2/4
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost0	B11	2/3
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost0	B12	1/2
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost1	B10	2/4
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost1	B11	2/3
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost1	B12	1/2
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost2	B10	2/4
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost2	B11	2/3
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost2	B12	1/2
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost3	B10	2/4
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost3	B11	2/3
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost3	B12	1/2
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost4	B10	2/4
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost4	B11	2/3
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost4	B12	1/2
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost5	B10	2/4
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost5	B11	2/3
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost5	B12	1/2
org.apache.tools.ant.util.ClasspathUtils	public static java.lang.ClassLoader getClassLoaderForPath(org.apache.tools.ant.Project, org.apache.tools.ant.types.Path, java.lang.String, boolean, boolean) 	p	B5	2/4
org.apache.tools.ant.util.ClasspathUtils	public static java.lang.ClassLoader getClassLoaderForPath(org.apache.tools.ant.Project, org.apache.tools.ant.types.Path, java.lang.String, boolean, boolean) 	p	B6	1/3
org.apache.tools.bzip2.CBZip2OutputStream	private static void hbAssignCodes(int[], byte[], int, int, int) 	code	B2	0/6
org.apache.tools.bzip2.CBZip2OutputStream	private static void hbAssignCodes(int[], byte[], int, int, int) 	code	B3	3/4
org.apache.tools.bzip2.CBZip2OutputStream	private static void hbAssignCodes(int[], byte[], int, int, int) 	code	B4	1/2
org.apache.tools.ant.Main	private static void printTargets(org.apache.tools.ant.Project, boolean) 	maxLength	B2	7/9
org.apache.tools.ant.Main	private static void printTargets(org.apache.tools.ant.Project, boolean) 	maxLength	B5	2/4
org.apache.tools.ant.Main	private static void printTargets(org.apache.tools.ant.Project, boolean) 	maxLength	B7	0/2
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues2(int, int) 	data	B2	0/13
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues2(int, int) 	data	B4	0/11
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues2(int, int) 	data	B5	8/9
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues2(int, int) 	data	B6	5/6
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues2(int, int) 	dataShadow	B2	0/13
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues2(int, int) 	dataShadow	B4	0/11
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues2(int, int) 	dataShadow	B5	8/9
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues2(int, int) 	dataShadow	B6	5/6
org.apache.tools.bzip2.CBZip2InputStream	private void createHuffmanDecodingTables(int, int) 	maxLen	B3	3/6
org.apache.tools.bzip2.CBZip2InputStream	private void createHuffmanDecodingTables(int, int) 	maxLen	B4	2/4
org.apache.tools.bzip2.CBZip2InputStream	private void createHuffmanDecodingTables(int, int) 	maxLen	B5	1/3
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues3(int, int) 	maxLen	B3	3/6
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues3(int, int) 	maxLen	B4	2/4
org.apache.tools.bzip2.CBZip2OutputStream	private void sendMTFValues3(int, int) 	maxLen	B5	1/3
org.apache.tools.ant.types.XMLCatalogTest	public void testEntryReference() 	catalog2	B1	4/9
org.apache.tools.ant.types.optional.image.Scale	public javax.media.jai.PlanarImage performScale(javax.media.jai.PlanarImage) 	yFl	B3	4/9
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils	public java.io.File resolveSymbolicLink(java.io.File) throws org.apache.tools.ant.BuildException	path	B1	3/5
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils	public java.io.File resolveSymbolicLink(java.io.File) throws org.apache.tools.ant.BuildException	path	B3	1/3
org.apache.tools.ant.taskdefs.Delete	protected void removeFiles(java.io.File, java.lang.String[], java.lang.String[]) 	dirCount	B7	5/7
org.apache.tools.ant.taskdefs.Delete	protected void removeFiles(java.io.File, java.lang.String[], java.lang.String[]) 	dirCount	B8	5/6
org.apache.tools.ant.taskdefs.Delete	protected void removeFiles(java.io.File, java.lang.String[], java.lang.String[]) 	dirCount	B9	4/5
org.apache.tools.ant.taskdefs.Delete	protected void removeFiles(java.io.File, java.lang.String[], java.lang.String[]) 	dirCount	B10	1/2
org.apache.tools.mail.MailMessage	static java.lang.String sanitizeAddress(java.lang.String) 	start	B3	4/7
org.apache.tools.mail.MailMessage	static java.lang.String sanitizeAddress(java.lang.String) 	start	B6	2/5
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	buildException	B3	11/16
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	buildException	B4	9/14
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	buildException	B7	4/8
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	buildException	B8	3/7
org.apache.tools.ant.Project	public void executeSortedTargets(Vector#RAW) throws org.apache.tools.ant.BuildException	buildException	B9	1/5
org.apache.tools.ant.AntClassLoader	private Class#RAW findClassInComponents(java.lang.String) throws java.lang.ClassNotFoundException	stream	B3	1/2
org.apache.tools.ant.DirectoryScanner	private java.io.File findFile(java.io.File, java.lang.String, boolean) 	base	B3	1/2
org.apache.tools.ant.DirectoryScanner	private void accountForIncludedDir(java.lang.String, java.io.File, boolean) 	included	B5	1/2
org.apache.tools.ant.DirectoryScanner	private void accountForIncludedFile(java.lang.String, java.io.File) 	included	B5	1/2
org.apache.tools.ant.Main	private static void printTargets(org.apache.tools.ant.Project, boolean) 	targetName	B3	1/2
org.apache.tools.ant.ProjectHelper	public static void configureProject(org.apache.tools.ant.Project, java.io.File) throws org.apache.tools.ant.BuildException	project	B1	1/2
org.apache.tools.ant.filters.BaseFilterReader	public final int read(char[], int, int) throws java.io.IOException	cbuf	B2	1/2
org.apache.tools.ant.filters.TokenFilter.StringTokenizer	public java.lang.String getToken(java.io.Reader) throws java.io.IOException	inToken	B9	1/2
org.apache.tools.ant.taskdefs.Ant	public void handleErrorFlush(java.lang.String) 	newProject	B1	1/2
org.apache.tools.ant.taskdefs.Ant	public void handleErrorOutput(java.lang.String) 	newProject	B1	1/2
org.apache.tools.ant.taskdefs.Ant	public void handleFlush(java.lang.String) 	newProject	B1	1/2
org.apache.tools.ant.taskdefs.Ant	public void handleOutput(java.lang.String) 	newProject	B1	1/2
org.apache.tools.ant.taskdefs.CallTarget	public void handleErrorFlush(java.lang.String) 	callee	B1	1/2
org.apache.tools.ant.taskdefs.CallTarget	public void handleErrorOutput(java.lang.String) 	callee	B1	1/2
org.apache.tools.ant.taskdefs.CallTarget	public void handleFlush(java.lang.String) 	callee	B1	1/2
org.apache.tools.ant.taskdefs.CallTarget	public void handleOutput(java.lang.String) 	callee	B1	1/2
org.apache.tools.ant.taskdefs.Concat	private void cat(org.apache.tools.ant.types.ResourceCollection) 	os	B3	1/2
org.apache.tools.ant.taskdefs.Copy	private static void add(java.io.File, java.lang.String[], Map#RAW) 	baseDir	B1	1/2
org.apache.tools.ant.taskdefs.ExecuteWatchdogTest	public void testFailed() throws java.lang.Exception	watchdog	B1	1/2
org.apache.tools.ant.taskdefs.ExecuteWatchdogTest	public void testNoTimeOut() throws java.lang.Exception	watchdog	B1	1/2
org.apache.tools.ant.taskdefs.ExecuteWatchdogTest	public void testTimeOut() throws java.lang.Exception	watchdog	B1	1/2
org.apache.tools.ant.taskdefs.Jar	public void addConfiguredManifest(org.apache.tools.ant.taskdefs.Manifest) throws org.apache.tools.ant.taskdefs.ManifestException	configuredManifest	B1	1/2
org.apache.tools.ant.taskdefs.Java	protected void handleErrorFlush(java.lang.String) 	redirector	B1	1/2
org.apache.tools.ant.taskdefs.Java	protected void handleErrorOutput(java.lang.String) 	redirector	B1	1/2
org.apache.tools.ant.taskdefs.Java	protected void handleFlush(java.lang.String) 	redirector	B1	1/2
org.apache.tools.ant.taskdefs.Java	protected void handleOutput(java.lang.String) 	redirector	B1	1/2
org.apache.tools.ant.taskdefs.KeySubst	public void execute() throws org.apache.tools.ant.BuildException	newline	B5	1/2
org.apache.tools.ant.taskdefs.Manifest.Attribute	private void writeValue(java.io.PrintWriter, java.lang.String) throws java.io.IOException	section	B5	1/2
org.apache.tools.ant.taskdefs.PathConvert	public void execute() throws org.apache.tools.ant.BuildException	path	B2	1/2
org.apache.tools.ant.taskdefs.ProcessDestroyer	private void removeShutdownHook() 	destroyProcessThread	B1	1/2
org.apache.tools.ant.taskdefs.Redirector	private java.io.OutputStream foldFiles(java.io.File[], java.lang.String, int) 	outputStream	B2	1/2
org.apache.tools.ant.taskdefs.SubAnt	public void execute() 	directory	B10	1/2
org.apache.tools.ant.taskdefs.SubAnt	public void execute() 	subdirPath	B8	1/2
org.apache.tools.ant.taskdefs.SubAnt	public void handleErrorFlush(java.lang.String) 	ant	B1	1/2
org.apache.tools.ant.taskdefs.SubAnt	public void handleErrorOutput(java.lang.String) 	ant	B1	1/2
org.apache.tools.ant.taskdefs.SubAnt	public void handleFlush(java.lang.String) 	ant	B1	1/2
org.apache.tools.ant.taskdefs.SubAnt	public void handleOutput(java.lang.String) 	ant	B1	1/2
org.apache.tools.ant.taskdefs.XSLTProcess	public void execute() throws org.apache.tools.ant.BuildException	dirs	B24	1/2
org.apache.tools.ant.taskdefs.XmlProperty	private void addProperty(java.lang.String, java.lang.String, java.lang.String) 	value	B3	1/2
org.apache.tools.ant.taskdefs.Zip	public void executeMain() throws org.apache.tools.ant.BuildException	renamedFile	B23	1/2
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter	private void printEntry(org.w3c.dom.Document, java.io.PrintWriter, org.apache.tools.ant.taskdefs.cvslib.CVSEntry) throws java.io.IOException	DOM_WRITER	B1	1/2
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff	private void writeTagEntry(org.w3c.dom.Document, java.io.PrintWriter, org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry) throws java.io.IOException	DOM_WRITER	B1	1/2
